LVMAMI, G, 0, -inf, -inf, inf
EM53QA, O, 1, 2, -6, 2
KP3JSP, P, 2, -inf, -6, 2
D7D114, B, 3, inf, -6, 2
NM911U, O, 4, 5, -6, 2
D7D114, B, 3, 5, -6, 2
NM911U, P, 4, -6, -6, 2
D7D114, B, 3, -6, -6, 2
KP3JSP, P, 2, -6, -6, 2
D7D114, G, 3, inf, -6, 2
NM911U, B, 4, -3, -6, 2
D7D114, G, 3, -3, -6, -3
NM911U, O, 4, 1, -6, -3
D7D114, G, 3, -3, -6, -3
NM911U, P, 4, -10, -6, -3
D7D114, G, 3, -10, -6, -3
KP3JSP, P, 2, -6, -6, 2
D7D114, O, 3, inf, -6, 2
NM911U, B, 4, 2, -6, 2
D7D114, O, 3, 2, -6, 2
NM911U, P, 4, -5, -6, 2
D7D114, O, 3, -5, -6, -5
NM911U, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
NM911U, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
O4CNQU, B, 4, 2, -6, -5
D7D114, O, 3, -5, -6, -5
O4CNQU, G, 4, 5, -6, -5
D7D114, O, 3, -5, -6, -5
O4CNQU, P, 4, -5, -6, -5
D7D114, O, 3, -5, -6, -5
O4CNQU, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
O4CNQU, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
OS4JN0, B, 4, 2, -6, -5
D7D114, O, 3, -5, -6, -5
OS4JN0, P, 4, -5, -6, -5
D7D114, O, 3, -5, -6, -5
OS4JN0, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
OS4JN0, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
PUUAOM, B, 4, 2, -6, -5
D7D114, O, 3, -5, -6, -5
PUUAOM, P, 4, -5, -6, -5
D7D114, O, 3, -5, -6, -5
PUUAOM, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
PUUAOM, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
S7OMXL, B, 4, 2, -6, -5
D7D114, O, 3, -5, -6, -5
S7OMXL, G, 4, 5, -6, -5
D7D114, O, 3, -5, -6, -5
S7OMXL, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
S7OMXL, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
WPZNJO, B, 4, 2, -6, -5
D7D114, O, 3, -5, -6, -5
WPZNJO, O, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
WPZNJO, R, 4, 6, -6, -5
D7D114, O, 3, -5, -6, -5
WPZNJO, Y, 4, 7, -6, -5
D7D114, O, 3, -5, -6, -5
KP3JSP, P, 2, -5, -5, 2
D7D114, R, 3, inf, -5, 2
NM911U, B, 4, -1, -5, 2
D7D114, R, 3, -1, -5, -1
NM911U, O, 4, 3, -5, -1
D7D114, R, 3, -1, -5, -1
NM911U, P, 4, -8, -5, -1
D7D114, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
D7D114, Y, 3, inf, -5, 2
NM911U, B, 4, -8, -5, 2
D7D114, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
NM911U, B, 3, inf, -5, 2
D7D114, G, 4, 4, -5, 2
NM911U, B, 3, 4, -5, 2
D7D114, O, 4, 5, -5, 2
NM911U, B, 3, 4, -5, 2
D7D114, R, 4, 5, -5, 2
NM911U, B, 3, 4, -5, 2
D7D114, Y, 4, 6, -5, 2
NM911U, B, 3, 4, -5, 2
O4CNQU, B, 4, 1, -5, 2
NM911U, B, 3, 1, -5, 1
O4CNQU, G, 4, 4, -5, 1
NM911U, B, 3, 1, -5, 1
O4CNQU, P, 4, -6, -5, 1
NM911U, B, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
NM911U, O, 3, inf, -5, 2
D7D114, B, 4, 2, -5, 2
NM911U, O, 3, 2, -5, 2
D7D114, G, 4, 5, -5, 2
NM911U, O, 3, 2, -5, 2
D7D114, R, 4, 6, -5, 2
NM911U, O, 3, 2, -5, 2
D7D114, Y, 4, 7, -5, 2
NM911U, O, 3, 2, -5, 2
O4CNQU, B, 4, 2, -5, 2
NM911U, O, 3, 2, -5, 2
O4CNQU, G, 4, 5, -5, 2
NM911U, O, 3, 2, -5, 2
O4CNQU, P, 4, -5, -5, 2
NM911U, O, 3, -5, -5, 2
KP3JSP, P, 2, -5, -5, 2
NM911U, P, 3, inf, -5, 2
D7D114, B, 4, 1, -5, 2
NM911U, P, 3, 1, -5, 1
D7D114, G, 4, 4, -5, 1
NM911U, P, 3, 1, -5, 1
D7D114, O, 4, 5, -5, 1
NM911U, P, 3, 1, -5, 1
D7D114, R, 4, 5, -5, 1
NM911U, P, 3, 1, -5, 1
D7D114, Y, 4, 6, -5, 1
NM911U, P, 3, 1, -5, 1
O4CNQU, B, 4, 1, -5, 1
NM911U, P, 3, 1, -5, 1
O4CNQU, G, 4, 4, -5, 1
NM911U, P, 3, 1, -5, 1
O4CNQU, P, 4, -6, -5, 1
NM911U, P, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
NM911U, R, 3, inf, -5, 2
D7D114, B, 4, -1, -5, 2
NM911U, R, 3, -1, -5, -1
D7D114, G, 4, 2, -5, -1
NM911U, R, 3, -1, -5, -1
D7D114, O, 4, 3, -5, -1
NM911U, R, 3, -1, -5, -1
D7D114, Y, 4, 4, -5, -1
NM911U, R, 3, -1, -5, -1
O4CNQU, B, 4, -1, -5, -1
NM911U, R, 3, -1, -5, -1
O4CNQU, G, 4, 2, -5, -1
NM911U, R, 3, -1, -5, -1
O4CNQU, P, 4, -8, -5, -1
NM911U, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
NM911U, Y, 3, inf, -5, 2
D7D114, B, 4, -8, -5, 2
NM911U, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
O4CNQU, B, 3, inf, -5, 2
D7D114, G, 4, 4, -5, 2
O4CNQU, B, 3, 4, -5, 2
D7D114, O, 4, 5, -5, 2
O4CNQU, B, 3, 4, -5, 2
D7D114, R, 4, 5, -5, 2
O4CNQU, B, 3, 4, -5, 2
D7D114, Y, 4, 6, -5, 2
O4CNQU, B, 3, 4, -5, 2
METYNL, G, 4, 4, -5, 2
O4CNQU, B, 3, 4, -5, 2
METYNL, O, 4, 5, -5, 2
O4CNQU, B, 3, 4, -5, 2
METYNL, P, 4, -6, -5, 2
O4CNQU, B, 3, -6, -5, 2
KP3JSP, P, 2, -5, -5, 2
O4CNQU, G, 3, inf, -5, 2
D7D114, B, 4, -3, -5, 2
O4CNQU, G, 3, -3, -5, -3
D7D114, O, 4, 1, -5, -3
O4CNQU, G, 3, -3, -5, -3
D7D114, R, 4, 1, -5, -3
O4CNQU, G, 3, -3, -5, -3
D7D114, Y, 4, 2, -5, -3
O4CNQU, G, 3, -3, -5, -3
METYNL, B, 4, -3, -5, -3
O4CNQU, G, 3, -3, -5, -3
METYNL, O, 4, 1, -5, -3
O4CNQU, G, 3, -3, -5, -3
METYNL, P, 4, -10, -5, -3
O4CNQU, G, 3, -10, -5, -3
KP3JSP, P, 2, -5, -5, 2
O4CNQU, P, 3, inf, -5, 2
D7D114, B, 4, 1, -5, 2
O4CNQU, P, 3, 1, -5, 1
D7D114, G, 4, 4, -5, 1
O4CNQU, P, 3, 1, -5, 1
D7D114, O, 4, 5, -5, 1
O4CNQU, P, 3, 1, -5, 1
D7D114, R, 4, 5, -5, 1
O4CNQU, P, 3, 1, -5, 1
D7D114, Y, 4, 6, -5, 1
O4CNQU, P, 3, 1, -5, 1
METYNL, B, 4, 1, -5, 1
O4CNQU, P, 3, 1, -5, 1
METYNL, G, 4, 4, -5, 1
O4CNQU, P, 3, 1, -5, 1
METYNL, O, 4, 5, -5, 1
O4CNQU, P, 3, 1, -5, 1
METYNL, R, 4, 5, -5, 1
O4CNQU, P, 3, 1, -5, 1
METYNL, Y, 4, 6, -5, 1
O4CNQU, P, 3, 1, -5, 1
NM911U, B, 4, 1, -5, 1
O4CNQU, P, 3, 1, -5, 1
NM911U, O, 4, 5, -5, 1
O4CNQU, P, 3, 1, -5, 1
NM911U, P, 4, -6, -5, 1
O4CNQU, P, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
O4CNQU, R, 3, inf, -5, 2
D7D114, B, 4, -1, -5, 2
O4CNQU, R, 3, -1, -5, -1
D7D114, G, 4, 2, -5, -1
O4CNQU, R, 3, -1, -5, -1
D7D114, O, 4, 3, -5, -1
O4CNQU, R, 3, -1, -5, -1
D7D114, Y, 4, 4, -5, -1
O4CNQU, R, 3, -1, -5, -1
METYNL, B, 4, -1, -5, -1
O4CNQU, R, 3, -1, -5, -1
METYNL, G, 4, 2, -5, -1
O4CNQU, R, 3, -1, -5, -1
METYNL, O, 4, 3, -5, -1
O4CNQU, R, 3, -1, -5, -1
METYNL, P, 4, -8, -5, -1
O4CNQU, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
O4CNQU, Y, 3, inf, -5, 2
D7D114, B, 4, -8, -5, 2
O4CNQU, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
OS4JN0, B, 3, inf, -5, 2
0LLBL6, G, 4, 4, -5, 2
OS4JN0, B, 3, 4, -5, 2
0LLBL6, O, 4, 5, -5, 2
OS4JN0, B, 3, 4, -5, 2
0LLBL6, P, 4, -6, -5, 2
OS4JN0, B, 3, -6, -5, 2
KP3JSP, P, 2, -5, -5, 2
OS4JN0, P, 3, inf, -5, 2
0LLBL6, B, 4, 1, -5, 2
OS4JN0, P, 3, 1, -5, 1
0LLBL6, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
0LLBL6, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
0LLBL6, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
0LLBL6, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
4B7VN5, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
4B7VN5, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
4B7VN5, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
4B7VN5, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
4B7VN5, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
COPC81, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
COPC81, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
COPC81, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
COPC81, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
COPC81, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
D7D114, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
D7D114, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
D7D114, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
D7D114, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
D7D114, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
METYNL, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
METYNL, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
METYNL, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
METYNL, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
METYNL, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
NM911U, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
NM911U, O, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
NM911U, R, 4, 5, -5, 1
OS4JN0, P, 3, 1, -5, 1
NM911U, Y, 4, 6, -5, 1
OS4JN0, P, 3, 1, -5, 1
O4CNQU, B, 4, 1, -5, 1
OS4JN0, P, 3, 1, -5, 1
O4CNQU, G, 4, 4, -5, 1
OS4JN0, P, 3, 1, -5, 1
O4CNQU, P, 4, -6, -5, 1
OS4JN0, P, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
OS4JN0, R, 3, inf, -5, 2
0LLBL6, B, 4, -1, -5, 2
OS4JN0, R, 3, -1, -5, -1
0LLBL6, G, 4, 2, -5, -1
OS4JN0, R, 3, -1, -5, -1
0LLBL6, O, 4, 3, -5, -1
OS4JN0, R, 3, -1, -5, -1
0LLBL6, P, 4, -8, -5, -1
OS4JN0, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
OS4JN0, Y, 3, inf, -5, 2
0LLBL6, B, 4, -8, -5, 2
OS4JN0, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
PUUAOM, B, 3, inf, -5, 2
COPC81, G, 4, 4, -5, 2
PUUAOM, B, 3, 4, -5, 2
COPC81, O, 4, 5, -5, 2
PUUAOM, B, 3, 4, -5, 2
COPC81, P, 4, -6, -5, 2
PUUAOM, B, 3, -6, -5, 2
KP3JSP, P, 2, -5, -5, 2
PUUAOM, O, 3, inf, -5, 2
COPC81, B, 4, 2, -5, 2
PUUAOM, O, 3, 2, -5, 2
COPC81, G, 4, 5, -5, 2
PUUAOM, O, 3, 2, -5, 2
COPC81, P, 4, -5, -5, 2
PUUAOM, O, 3, -5, -5, 2
KP3JSP, P, 2, -5, -5, 2
PUUAOM, P, 3, inf, -5, 2
COPC81, B, 4, 1, -5, 2
PUUAOM, P, 3, 1, -5, 1
COPC81, G, 4, 4, -5, 1
PUUAOM, P, 3, 1, -5, 1
COPC81, O, 4, 5, -5, 1
PUUAOM, P, 3, 1, -5, 1
COPC81, R, 4, 5, -5, 1
PUUAOM, P, 3, 1, -5, 1
COPC81, Y, 4, 6, -5, 1
PUUAOM, P, 3, 1, -5, 1
D7D114, B, 4, 1, -5, 1
PUUAOM, P, 3, 1, -5, 1
D7D114, G, 4, 4, -5, 1
PUUAOM, P, 3, 1, -5, 1
D7D114, O, 4, 5, -5, 1
PUUAOM, P, 3, 1, -5, 1
D7D114, R, 4, 5, -5, 1
PUUAOM, P, 3, 1, -5, 1
D7D114, Y, 4, 6, -5, 1
PUUAOM, P, 3, 1, -5, 1
NM911U, B, 4, 1, -5, 1
PUUAOM, P, 3, 1, -5, 1
NM911U, O, 4, 5, -5, 1
PUUAOM, P, 3, 1, -5, 1
NM911U, P, 4, -6, -5, 1
PUUAOM, P, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
PUUAOM, R, 3, inf, -5, 2
COPC81, B, 4, -1, -5, 2
PUUAOM, R, 3, -1, -5, -1
COPC81, G, 4, 2, -5, -1
PUUAOM, R, 3, -1, -5, -1
COPC81, O, 4, 3, -5, -1
PUUAOM, R, 3, -1, -5, -1
COPC81, P, 4, -8, -5, -1
PUUAOM, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
PUUAOM, Y, 3, inf, -5, 2
COPC81, B, 4, -8, -5, 2
PUUAOM, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
S7OMXL, B, 3, inf, -5, 2
D7D114, B, 4, 1, -5, 2
S7OMXL, B, 3, 1, -5, 1
D7D114, G, 4, 4, -5, 1
S7OMXL, B, 3, 1, -5, 1
D7D114, O, 4, 5, -5, 1
S7OMXL, B, 3, 1, -5, 1
D7D114, R, 4, 5, -5, 1
S7OMXL, B, 3, 1, -5, 1
D7D114, Y, 4, 6, -5, 1
S7OMXL, B, 3, 1, -5, 1
NM911U, B, 4, 1, -5, 1
S7OMXL, B, 3, 1, -5, 1
NM911U, O, 4, 5, -5, 1
S7OMXL, B, 3, 1, -5, 1
NM911U, P, 4, -6, -5, 1
S7OMXL, B, 3, -6, -5, 1
KP3JSP, P, 2, -5, -5, 2
S7OMXL, G, 3, inf, -5, 2
D7D114, B, 4, -3, -5, 2
S7OMXL, G, 3, -3, -5, -3
D7D114, G, 4, 0, -5, -3
S7OMXL, G, 3, -3, -5, -3
D7D114, O, 4, 1, -5, -3
S7OMXL, G, 3, -3, -5, -3
D7D114, R, 4, 1, -5, -3
S7OMXL, G, 3, -3, -5, -3
D7D114, Y, 4, 2, -5, -3
S7OMXL, G, 3, -3, -5, -3
NM911U, B, 4, -3, -5, -3
S7OMXL, G, 3, -3, -5, -3
NM911U, O, 4, 1, -5, -3
S7OMXL, G, 3, -3, -5, -3
NM911U, P, 4, -10, -5, -3
S7OMXL, G, 3, -10, -5, -3
KP3JSP, P, 2, -5, -5, 2
S7OMXL, R, 3, inf, -5, 2
D7D114, B, 4, -1, -5, 2
S7OMXL, R, 3, -1, -5, -1
D7D114, G, 4, 2, -5, -1
S7OMXL, R, 3, -1, -5, -1
D7D114, O, 4, 3, -5, -1
S7OMXL, R, 3, -1, -5, -1
D7D114, R, 4, 3, -5, -1
S7OMXL, R, 3, -1, -5, -1
D7D114, Y, 4, 4, -5, -1
S7OMXL, R, 3, -1, -5, -1
NM911U, B, 4, -1, -5, -1
S7OMXL, R, 3, -1, -5, -1
NM911U, O, 4, 3, -5, -1
S7OMXL, R, 3, -1, -5, -1
NM911U, P, 4, -8, -5, -1
S7OMXL, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
S7OMXL, Y, 3, inf, -5, 2
D7D114, B, 4, -8, -5, 2
S7OMXL, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
WPZNJO, B, 3, inf, -5, 2
0LLBL6, G, 4, 4, -5, 2
WPZNJO, B, 3, 4, -5, 2
0LLBL6, O, 4, 5, -5, 2
WPZNJO, B, 3, 4, -5, 2
0LLBL6, P, 4, -6, -5, 2
WPZNJO, B, 3, -6, -5, 2
KP3JSP, P, 2, -5, -5, 2
WPZNJO, O, 3, inf, -5, 2
0LLBL6, B, 4, 2, -5, 2
WPZNJO, O, 3, 2, -5, 2
0LLBL6, G, 4, 5, -5, 2
WPZNJO, O, 3, 2, -5, 2
0LLBL6, P, 4, -5, -5, 2
WPZNJO, O, 3, -5, -5, 2
KP3JSP, P, 2, -5, -5, 2
WPZNJO, R, 3, inf, -5, 2
0LLBL6, B, 4, -1, -5, 2
WPZNJO, R, 3, -1, -5, -1
0LLBL6, G, 4, 2, -5, -1
WPZNJO, R, 3, -1, -5, -1
0LLBL6, O, 4, 3, -5, -1
WPZNJO, R, 3, -1, -5, -1
0LLBL6, P, 4, -8, -5, -1
WPZNJO, R, 3, -8, -5, -1
KP3JSP, P, 2, -5, -5, 2
WPZNJO, Y, 3, inf, -5, 2
0LLBL6, B, 4, -8, -5, 2
WPZNJO, Y, 3, -8, -5, 2
KP3JSP, P, 2, -5, -5, 2
EM53QA, O, 1, -5, -6, -5
KP3JSP, R, 2, -inf, -6, -5
D7D114, B, 3, inf, -6, -5
NM911U, O, 4, 16, -6, -5
D7D114, B, 3, 16, -6, -5
NM911U, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
NM911U, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
NM911U, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, G, 4, 15, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, O, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, G, 4, 15, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, O, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
KP3JSP, R, 2, 5, -6, -5
EM53QA, O, 1, -5, -6, -5
KP3JSP, Y, 2, -inf, -6, -5
D7D114, B, 3, inf, -6, -5
NM911U, O, 4, 17, -6, -5
D7D114, B, 3, 17, -6, -5
NM911U, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
NM911U, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
NM911U, Y, 4, 18, -6, -5
D7D114, B, 3, 6, -6, -5
O4CNQU, G, 4, 16, -6, -5
D7D114, B, 3, 6, -6, -5
O4CNQU, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
O4CNQU, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
O4CNQU, Y, 4, 18, -6, -5
D7D114, B, 3, 6, -6, -5
OS4JN0, B, 4, 13, -6, -5
D7D114, B, 3, 6, -6, -5
OS4JN0, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
OS4JN0, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
OS4JN0, Y, 4, 18, -6, -5
D7D114, B, 3, 6, -6, -5
PUUAOM, O, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
PUUAOM, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
PUUAOM, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
PUUAOM, Y, 4, 18, -6, -5
D7D114, B, 3, 6, -6, -5
S7OMXL, B, 4, 13, -6, -5
D7D114, B, 3, 6, -6, -5
S7OMXL, G, 4, 16, -6, -5
D7D114, B, 3, 6, -6, -5
S7OMXL, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
S7OMXL, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
WPZNJO, B, 4, 13, -6, -5
D7D114, B, 3, 6, -6, -5
WPZNJO, O, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
WPZNJO, P, 4, 6, -6, -5
D7D114, B, 3, 6, -6, -5
WPZNJO, R, 4, 17, -6, -5
D7D114, B, 3, 6, -6, -5
KP3JSP, Y, 2, 6, -6, -5
EM53QA, O, 1, -5, -6, -5
NM911U, B, 2, -inf, -6, -5
D7D114, G, 3, inf, -6, -5
KP3JSP, B, 4, 4, -6, -5
D7D114, G, 3, 4, -6, -5
KP3JSP, O, 4, 8, -6, -5
D7D114, G, 3, 4, -6, -5
KP3JSP, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
KP3JSP, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
KP3JSP, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
O4CNQU, B, 4, 4, -6, -5
D7D114, G, 3, -3, -6, -5
O4CNQU, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
O4CNQU, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
O4CNQU, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
OS4JN0, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
OS4JN0, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
OS4JN0, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
PUUAOM, B, 4, 4, -6, -5
D7D114, G, 3, -3, -6, -5
PUUAOM, O, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
PUUAOM, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
PUUAOM, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
PUUAOM, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
S7OMXL, B, 4, 4, -6, -5
D7D114, G, 3, -3, -6, -5
S7OMXL, G, 4, 7, -6, -5
D7D114, G, 3, -3, -6, -5
S7OMXL, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
S7OMXL, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
S7OMXL, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
WPZNJO, B, 4, 4, -6, -5
D7D114, G, 3, -3, -6, -5
WPZNJO, O, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
WPZNJO, P, 4, -3, -6, -5
D7D114, G, 3, -3, -6, -5
WPZNJO, R, 4, 8, -6, -5
D7D114, G, 3, -3, -6, -5
WPZNJO, Y, 4, 9, -6, -5
D7D114, G, 3, -3, -6, -5
NM911U, B, 2, -3, -6, -5
EM53QA, O, 1, -5, -6, -5
NM911U, O, 2, -inf, -6, -5
D7D114, B, 3, inf, -6, -5
KP3JSP, O, 4, 16, -6, -5
D7D114, B, 3, 16, -6, -5
KP3JSP, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
KP3JSP, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
KP3JSP, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, G, 4, 15, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
O4CNQU, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
OS4JN0, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, O, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
PUUAOM, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, G, 4, 15, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
S7OMXL, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, B, 4, 12, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, O, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, P, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, R, 4, 16, -6, -5
D7D114, B, 3, 5, -6, -5
WPZNJO, Y, 4, 17, -6, -5
D7D114, B, 3, 5, -6, -5
NM911U, O, 2, 5, -6, -5
EM53QA, O, 1, -5, -6, -5
NM911U, P, 2, -inf, -6, -5
D7D114, B, 3, inf, -6, -5
KP3JSP, O, 4, 5, -6, -5
D7D114, B, 3, 5, -6, -5
KP3JSP, P, 4, -6, -6, -5
D7D114, B, 3, -6, -6, -5
NM911U, P, 2, -6, -6, -5
D7D114, G, 3, inf, -6, -5
KP3JSP, B, 4, -3, -6, -5
