Y5AK5V, G, 0, -inf, -inf, inf
5ARP8X, G, 3, 0, -inf, -3
PAFB9P, G, 4, 9, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
PEU7VW, B, 4, 3, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
R2IKQH, G, 4, 9, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
R2IKQH, R, 4, 0, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
U7XFL2, R, 4, 0, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
W2IIS3, G, 4, 9, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
Y2UCHU, G, 4, 9, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
Y2UCHU, R, 4, 0, -inf, -3
5ARP8X, G, 3, 0, -inf, -3
JPKJGU, B, 2, 0, -inf, -3
572PSY, B, 1, -3, -inf, -3
JPKJGU, R, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
5V4RTP, R, 4, -12, -inf, -3
5ARP8X, B, 3, -12, -inf, -12
FN6FXI, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
FVHX54, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
FVHX54, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
KV5GZ0, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
LWMYG1, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
LWMYG1, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
NNBHMP, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
NNBHMP, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PEU7VW, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
R2IKQH, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
R2IKQH, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
U7XFL2, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Y2UCHU, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Y2UCHU, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Y9PHLU, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
JPKJGU, R, 2, -12, -12, -3
5ARP8X, G, 3, inf, -12, -3
5V4RTP, G, 4, 6, -12, -3
5ARP8X, G, 3, 6, -12, -3
5V4RTP, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
FN6FXI, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FN6FXI, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
KV5GZ0, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
LWMYG1, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
LWMYG1, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
NNBHMP, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
NNBHMP, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
PEU7VW, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
R2IKQH, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
R2IKQH, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
U7XFL2, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
Y2UCHU, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
Y2UCHU, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
JPKJGU, R, 2, -3, -12, -3
572PSY, B, 1, -3, -inf, -3
KV5GZ0, R, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
5V4RTP, R, 4, -12, -inf, -3
5ARP8X, B, 3, -12, -inf, -12
FVHX54, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
FVHX54, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
JPKJGU, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PEU7VW, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
R2IKQH, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
T2YR3E, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
T2YR3E, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
U7XFL2, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
V77EU4, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
V77EU4, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Y9PHLU, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Z7J3WM, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Z7J3WM, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
KV5GZ0, R, 2, -12, -12, -3
5ARP8X, G, 3, inf, -12, -3
5V4RTP, G, 4, 6, -12, -3
5ARP8X, G, 3, 6, -12, -3
5V4RTP, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
FN6FXI, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
JPKJGU, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
JPKJGU, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
PEU7VW, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
R2IKQH, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
T2YR3E, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
T2YR3E, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
U7XFL2, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
V77EU4, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
V77EU4, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
Z7J3WM, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
Z7J3WM, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
KV5GZ0, R, 2, -3, -12, -3
572PSY, B, 1, -3, -inf, -3
PAFB9P, B, 2, -inf, -inf, -3
05Z10J, G, 3, inf, -inf, -3
5ARP8X, B, 4, 3, -inf, -3
05Z10J, G, 3, 3, -inf, -3
5ARP8X, G, 4, 9, -inf, -3
05Z10J, G, 3, 3, -inf, -3
5V4RTP, G, 4, 9, -inf, -3
05Z10J, G, 3, 3, -inf, -3
5V4RTP, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
FN6FXI, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
FZ34WN, G, 4, 9, -inf, -3
05Z10J, G, 3, 0, -inf, -3
FZ34WN, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
JPKJGU, B, 4, 3, -inf, -3
05Z10J, G, 3, 0, -inf, -3
JPKJGU, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
KV5GZ0, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
R2IKQH, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
T2YR3E, B, 4, 3, -inf, -3
05Z10J, G, 3, 0, -inf, -3
T2YR3E, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
U7XFL2, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
W2IIS3, B, 4, 3, -inf, -3
05Z10J, G, 3, 0, -inf, -3
W2IIS3, G, 4, 9, -inf, -3
05Z10J, G, 3, 0, -inf, -3
WPO8UN, G, 4, 9, -inf, -3
05Z10J, G, 3, 0, -inf, -3
WPO8UN, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
Y2UCHU, B, 4, 3, -inf, -3
05Z10J, G, 3, 0, -inf, -3
Y2UCHU, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
Y9PHLU, G, 4, 9, -inf, -3
05Z10J, G, 3, 0, -inf, -3
Z7J3WM, B, 4, 3, -inf, -3
05Z10J, G, 3, 0, -inf, -3
Z7J3WM, R, 4, 0, -inf, -3
05Z10J, G, 3, 0, -inf, -3
PAFB9P, B, 2, 0, -inf, -3
572PSY, B, 1, -3, -inf, -3
PAFB9P, G, 2, -inf, -inf, -3
05Z10J, B, 3, inf, -inf, -3
5ARP8X, B, 4, 0, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5ARP8X, G, 4, 6, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5V4RTP, G, 4, 6, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5V4RTP, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FN6FXI, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FN6FXI, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FZ34WN, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FZ34WN, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
JPKJGU, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
JPKJGU, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
KV5GZ0, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
PEU7VW, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
R2IKQH, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
R2IKQH, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
T2YR3E, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
T2YR3E, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
U7XFL2, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
W2IIS3, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
W2IIS3, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
WPO8UN, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
WPO8UN, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Y2UCHU, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Y2UCHU, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Y9PHLU, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Z7J3WM, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Z7J3WM, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
PAFB9P, G, 2, -3, -inf, -3
572PSY, B, 1, -3, -inf, -3
PEU7VW, B, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, 0, -inf, -3
5ARP8X, B, 3, 0, -inf, -3
5V4RTP, R, 4, -9, -inf, -3
5ARP8X, B, 3, -9, -inf, -9
DEM4NQ, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
DEM4NQ, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FN6FXI, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FVHX54, B, 4, -6, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FVHX54, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FZ34WN, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FZ34WN, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
JPKJGU, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
KV5GZ0, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
LWMYG1, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
LWMYG1, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
NNBHMP, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
NNBHMP, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
PAFB9P, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
R2IKQH, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
R2IKQH, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
U7XFL2, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
W2IIS3, B, 4, -6, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
W2IIS3, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
Y9PHLU, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
Z7J3WM, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
Z7J3WM, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
PEU7VW, B, 2, -9, -9, -3
5ARP8X, G, 3, inf, -9, -3
5V4RTP, G, 4, 9, -9, -3
5ARP8X, G, 3, 9, -9, -3
5V4RTP, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
DEM4NQ, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
DEM4NQ, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
FN6FXI, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
FVHX54, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
FVHX54, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
FZ34WN, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
FZ34WN, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
JPKJGU, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
JPKJGU, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
KV5GZ0, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
LWMYG1, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
LWMYG1, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
NNBHMP, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
NNBHMP, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
PAFB9P, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
R2IKQH, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
R2IKQH, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
U7XFL2, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
W2IIS3, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
W2IIS3, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
Z7J3WM, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
Z7J3WM, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
PEU7VW, B, 2, 0, -9, -3
572PSY, B, 1, -3, -inf, -3
R2IKQH, G, 2, -inf, -inf, -3
05Z10J, B, 3, inf, -inf, -3
5ARP8X, B, 4, 0, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5ARP8X, G, 4, 6, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5V4RTP, G, 4, 6, -inf, -3
05Z10J, B, 3, 0, -inf, -3
5V4RTP, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FN6FXI, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FN6FXI, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
FVHX54, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
JPKJGU, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
JPKJGU, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
KV5GZ0, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
NNBHMP, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
NNBHMP, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
PAFB9P, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
PEU7VW, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
T2YR3E, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
T2YR3E, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
U7XFL2, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
W2IIS3, B, 4, 0, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Y2UCHU, G, 4, 6, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Y2UCHU, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
Z7J3WM, R, 4, -3, -inf, -3
05Z10J, B, 3, -3, -inf, -3
R2IKQH, G, 2, -3, -inf, -3
572PSY, B, 1, -3, -inf, -3
R2IKQH, R, 2, -inf, -inf, -3
05Z10J, B, 3, inf, -inf, -3
5ARP8X, B, 4, -9, -inf, -3
05Z10J, B, 3, -9, -inf, -9
5ARP8X, G, 4, -3, -inf, -9
05Z10J, B, 3, -9, -inf, -9
5V4RTP, G, 4, -3, -inf, -9
05Z10J, B, 3, -9, -inf, -9
5V4RTP, R, 4, -12, -inf, -9
05Z10J, B, 3, -12, -inf, -12
FN6FXI, B, 4, -9, -inf, -12
05Z10J, B, 3, -12, -inf, -12
FVHX54, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
JPKJGU, B, 4, -9, -inf, -12
05Z10J, B, 3, -12, -inf, -12
JPKJGU, R, 4, -12, -inf, -12
05Z10J, B, 3, -12, -inf, -12
NNBHMP, B, 4, -9, -inf, -12
05Z10J, B, 3, -12, -inf, -12
NNBHMP, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
PAFB9P, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
PEU7VW, B, 4, -9, -inf, -12
05Z10J, B, 3, -12, -inf, -12
T2YR3E, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
T2YR3E, R, 4, -12, -inf, -12
05Z10J, B, 3, -12, -inf, -12
U7XFL2, R, 4, -12, -inf, -12
05Z10J, B, 3, -12, -inf, -12
W2IIS3, B, 4, -9, -inf, -12
05Z10J, B, 3, -12, -inf, -12
W2IIS3, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
Y2UCHU, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
Y2UCHU, R, 4, -12, -inf, -12
05Z10J, B, 3, -12, -inf, -12
Y9PHLU, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
Z7J3WM, G, 4, -3, -inf, -12
05Z10J, B, 3, -12, -inf, -12
R2IKQH, R, 2, -12, -12, -3
05Z10J, G, 3, inf, -12, -3
5ARP8X, B, 4, 0, -12, -3
05Z10J, G, 3, 0, -12, -3
5ARP8X, G, 4, 6, -12, -3
05Z10J, G, 3, 0, -12, -3
5V4RTP, G, 4, 6, -12, -3
05Z10J, G, 3, 0, -12, -3
5V4RTP, R, 4, -3, -12, -3
05Z10J, G, 3, -3, -12, -3
FN6FXI, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
FVHX54, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
JPKJGU, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
JPKJGU, R, 4, -3, -12, -3
05Z10J, G, 3, -3, -12, -3
NNBHMP, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
NNBHMP, G, 4, 6, -12, -3
05Z10J, G, 3, -3, -12, -3
PAFB9P, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
PEU7VW, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
T2YR3E, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
T2YR3E, R, 4, -3, -12, -3
05Z10J, G, 3, -3, -12, -3
U7XFL2, R, 4, -3, -12, -3
05Z10J, G, 3, -3, -12, -3
W2IIS3, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
W2IIS3, G, 4, 6, -12, -3
05Z10J, G, 3, -3, -12, -3
Y2UCHU, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
Y2UCHU, R, 4, -3, -12, -3
05Z10J, G, 3, -3, -12, -3
Y9PHLU, G, 4, 6, -12, -3
05Z10J, G, 3, -3, -12, -3
Z7J3WM, B, 4, 0, -12, -3
05Z10J, G, 3, -3, -12, -3
R2IKQH, R, 2, -3, -12, -3
572PSY, B, 1, -3, -inf, -3
U7XFL2, R, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
5V4RTP, R, 4, -12, -inf, -3
5ARP8X, B, 3, -12, -inf, -12
FN6FXI, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
FVHX54, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
FVHX54, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
JPKJGU, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
KV5GZ0, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PAFB9P, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
PEU7VW, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
R2IKQH, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
R2IKQH, R, 4, -12, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, B, 4, -9, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
W2IIS3, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
Y9PHLU, G, 4, -3, -inf, -12
5ARP8X, B, 3, -12, -inf, -12
U7XFL2, R, 2, -12, -12, -3
5ARP8X, G, 3, inf, -12, -3
5V4RTP, G, 4, 6, -12, -3
5ARP8X, G, 3, 6, -12, -3
5V4RTP, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
FN6FXI, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FN6FXI, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
FVHX54, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
JPKJGU, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
JPKJGU, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
KV5GZ0, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
PAFB9P, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
PEU7VW, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
R2IKQH, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
R2IKQH, R, 4, -3, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, B, 4, 0, -12, -3
5ARP8X, G, 3, -3, -12, -3
W2IIS3, G, 4, 6, -12, -3
5ARP8X, G, 3, -3, -12, -3
U7XFL2, R, 2, -3, -12, -3
572PSY, B, 1, -3, -inf, -3
W2IIS3, B, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, 0, -inf, -3
5ARP8X, B, 3, 0, -inf, -3
5V4RTP, R, 4, -9, -inf, -3
5ARP8X, B, 3, -9, -inf, -9
FN6FXI, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FVHX54, B, 4, -6, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
FVHX54, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
JPKJGU, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
KV5GZ0, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
LWMYG1, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
LWMYG1, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
PAFB9P, B, 4, -6, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
PAFB9P, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
PEU7VW, B, 4, -6, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
R2IKQH, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
R2IKQH, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
U7XFL2, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
V4Q1JP, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
V4Q1JP, R, 4, -9, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
Y9PHLU, G, 4, 0, -inf, -9
5ARP8X, B, 3, -9, -inf, -9
W2IIS3, B, 2, -9, -9, -3
5ARP8X, G, 3, inf, -9, -3
5V4RTP, G, 4, 9, -9, -3
5ARP8X, G, 3, 9, -9, -3
5V4RTP, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
