LTLSGP, G, 0, -inf, -inf, inf
8QCUXZ, R, 3, 15, 4, 8
WWGHKN, Y, 4, 15, 4, 8
8QCUXZ, R, 3, 15, 4, 8
ZMZURH, B, 4, 16, 4, 8
8QCUXZ, R, 3, 15, 4, 8
ZMZURH, G, 4, 16, 4, 8
8QCUXZ, R, 3, 15, 4, 8
ZMZURH, R, 4, 18, 4, 8
8QCUXZ, R, 3, 15, 4, 8
ZMZURH, Y, 4, 15, 4, 8
8QCUXZ, R, 3, 15, 4, 8
L4HM6F, P, 2, 15, 4, 8
4DCIPK, B, 1, 8, -inf, 8
L4HM6F, R, 2, -inf, -inf, 8
8QCUXZ, B, 3, inf, -inf, 8
817L9G, G, 4, 1, -inf, 8
8QCUXZ, B, 3, 1, -inf, 1
817L9G, P, 4, 7, -inf, 1
8QCUXZ, B, 3, 1, -inf, 1
817L9G, R, 4, 3, -inf, 1
8QCUXZ, B, 3, 1, -inf, 1
817L9G, Y, 4, 0, -inf, 1
8QCUXZ, B, 3, 0, -inf, 0
9YUTXH, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
9YUTXH, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
9YUTXH, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CF1Z5O, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CF1Z5O, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CF1Z5O, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CF1Z5O, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CO40SE, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CO40SE, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
CO40SE, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EF9RLK, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EF9RLK, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EF9RLK, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EF9RLK, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EY09SW, B, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EY09SW, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
EY09SW, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
FOO33M, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
FOO33M, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
FOO33M, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
FOO33M, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NKKV2U, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NKKV2U, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NKKV2U, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NTI6GR, B, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NTI6GR, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NTI6GR, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
NTI6GR, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
SH4X3W, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
SH4X3W, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
SH4X3W, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
UQ5Z9S, B, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
UQ5Z9S, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
UQ5Z9S, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
UQ5Z9S, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
USBR8V, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
USBR8V, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
USBR8V, R, 4, 3, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
USBR8V, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
WWGHKN, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
WWGHKN, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
WWGHKN, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
ZMZURH, B, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
ZMZURH, G, 4, 1, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
ZMZURH, P, 4, 7, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
ZMZURH, Y, 4, 0, -inf, 0
8QCUXZ, B, 3, 0, -inf, 0
L4HM6F, R, 2, 0, 0, 8
8QCUXZ, P, 3, inf, 0, 8
817L9G, B, 4, -1, 0, 8
8QCUXZ, P, 3, -1, 0, 8
L4HM6F, R, 2, 0, 0, 8
8QCUXZ, R, 3, inf, 0, 8
817L9G, B, 4, 12, 0, 8
8QCUXZ, R, 3, 12, 0, 8
817L9G, G, 4, 12, 0, 8
8QCUXZ, R, 3, 12, 0, 8
817L9G, P, 4, 18, 0, 8
8QCUXZ, R, 3, 12, 0, 8
817L9G, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
9YUTXH, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
9YUTXH, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
9YUTXH, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CF1Z5O, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CF1Z5O, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CF1Z5O, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CO40SE, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CO40SE, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CO40SE, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
CO40SE, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EF9RLK, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EF9RLK, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EF9RLK, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EF9RLK, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EY09SW, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EY09SW, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
EY09SW, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
FOO33M, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
FOO33M, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
FOO33M, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NKKV2U, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NKKV2U, R, 4, 14, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NKKV2U, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NTI6GR, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NTI6GR, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NTI6GR, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
NTI6GR, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
SH4X3W, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
SH4X3W, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
SH4X3W, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
UQ5Z9S, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
UQ5Z9S, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
UQ5Z9S, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
UQ5Z9S, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
USBR8V, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
USBR8V, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
USBR8V, R, 4, 14, 0, 8
8QCUXZ, R, 3, 11, 0, 8
USBR8V, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
WWGHKN, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
WWGHKN, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
WWGHKN, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
WWGHKN, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
ZMZURH, B, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
ZMZURH, G, 4, 12, 0, 8
8QCUXZ, R, 3, 11, 0, 8
ZMZURH, P, 4, 18, 0, 8
8QCUXZ, R, 3, 11, 0, 8
ZMZURH, Y, 4, 11, 0, 8
8QCUXZ, R, 3, 11, 0, 8
L4HM6F, R, 2, 11, 0, 8
4DCIPK, B, 1, 8, -inf, 8
L4HM6F, Y, 2, -inf, -inf, 8
8QCUXZ, B, 3, inf, -inf, 8
817L9G, G, 4, -2, -inf, 8
8QCUXZ, B, 3, -2, -inf, -2
817L9G, P, 4, 4, -inf, -2
8QCUXZ, B, 3, -2, -inf, -2
817L9G, R, 4, 0, -inf, -2
8QCUXZ, B, 3, -2, -inf, -2
817L9G, Y, 4, -3, -inf, -2
8QCUXZ, B, 3, -3, -inf, -3
9YUTXH, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
9YUTXH, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
9YUTXH, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CF1Z5O, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CF1Z5O, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CF1Z5O, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CF1Z5O, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CO40SE, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CO40SE, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
CO40SE, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EF9RLK, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EF9RLK, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EF9RLK, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EF9RLK, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EY09SW, B, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EY09SW, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
EY09SW, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
FOO33M, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
FOO33M, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
FOO33M, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
FOO33M, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NKKV2U, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NKKV2U, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NKKV2U, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NTI6GR, B, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NTI6GR, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NTI6GR, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
NTI6GR, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
SH4X3W, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
SH4X3W, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
SH4X3W, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
UQ5Z9S, B, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
UQ5Z9S, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
UQ5Z9S, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
UQ5Z9S, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
USBR8V, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
USBR8V, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
USBR8V, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
USBR8V, Y, 4, -3, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
WWGHKN, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
WWGHKN, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
WWGHKN, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
ZMZURH, B, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
ZMZURH, G, 4, -2, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
ZMZURH, P, 4, 4, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
ZMZURH, R, 4, 0, -inf, -3
8QCUXZ, B, 3, -3, -inf, -3
L4HM6F, Y, 2, -3, -3, 8
8QCUXZ, P, 3, inf, -3, 8
817L9G, B, 4, -4, -3, 8
8QCUXZ, P, 3, -4, -3, 8
L4HM6F, Y, 2, -3, -3, 8
8QCUXZ, R, 3, inf, -3, 8
817L9G, B, 4, 9, -3, 8
8QCUXZ, R, 3, 9, -3, 8
817L9G, G, 4, 9, -3, 8
8QCUXZ, R, 3, 9, -3, 8
817L9G, P, 4, 15, -3, 8
8QCUXZ, R, 3, 9, -3, 8
817L9G, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
9YUTXH, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
9YUTXH, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
9YUTXH, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CF1Z5O, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CF1Z5O, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CF1Z5O, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CO40SE, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CO40SE, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
CO40SE, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EF9RLK, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EF9RLK, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EF9RLK, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EF9RLK, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EY09SW, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EY09SW, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
EY09SW, R, 4, 11, -3, 8
8QCUXZ, R, 3, 8, -3, 8
FOO33M, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
FOO33M, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
FOO33M, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NKKV2U, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NKKV2U, R, 4, 11, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NKKV2U, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NTI6GR, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NTI6GR, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NTI6GR, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
NTI6GR, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
SH4X3W, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
SH4X3W, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
SH4X3W, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
UQ5Z9S, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
UQ5Z9S, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
UQ5Z9S, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
UQ5Z9S, R, 4, 11, -3, 8
8QCUXZ, R, 3, 8, -3, 8
USBR8V, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
USBR8V, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
USBR8V, R, 4, 11, -3, 8
8QCUXZ, R, 3, 8, -3, 8
USBR8V, Y, 4, 8, -3, 8
8QCUXZ, R, 3, 8, -3, 8
WWGHKN, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
WWGHKN, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
WWGHKN, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
ZMZURH, B, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
ZMZURH, G, 4, 9, -3, 8
8QCUXZ, R, 3, 8, -3, 8
ZMZURH, P, 4, 15, -3, 8
8QCUXZ, R, 3, 8, -3, 8
ZMZURH, R, 4, 11, -3, 8
8QCUXZ, R, 3, 8, -3, 8
L4HM6F, Y, 2, 8, -3, 8
4DCIPK, B, 1, 8, -inf, 8
NKKV2U, P, 2, -inf, -inf, 8
659CBO, B, 3, inf, -inf, 8
8QCUXZ, B, 4, 5, -inf, 8
659CBO, B, 3, 5, -inf, 5
8QCUXZ, P, 4, 11, -inf, 5
659CBO, B, 3, 5, -inf, 5
8QCUXZ, R, 4, 7, -inf, 5
659CBO, B, 3, 5, -inf, 5
8QCUXZ, Y, 4, 4, -inf, 5
659CBO, B, 3, 4, -inf, 4
9YUTXH, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
9YUTXH, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
AAG474, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
AAG474, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
AAG474, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
AAG474, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
CF1Z5O, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
CF1Z5O, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
CF1Z5O, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
CO40SE, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
CO40SE, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
CO40SE, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
EY09SW, B, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
EY09SW, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
EY09SW, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
EY09SW, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
FOO33M, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
FOO33M, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
FOO33M, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
FOO33M, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
L4HM6F, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
L4HM6F, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
L4HM6F, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
L4HM6F, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
NTI6GR, B, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
NTI6GR, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
NTI6GR, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
NTI6GR, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
SH4X3W, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
SH4X3W, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
SH4X3W, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
UPTIW1, B, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
UPTIW1, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
UPTIW1, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
UPTIW1, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
USBR8V, G, 4, 5, -inf, 4
659CBO, B, 3, 4, -inf, 4
USBR8V, P, 4, 11, -inf, 4
659CBO, B, 3, 4, -inf, 4
USBR8V, R, 4, 7, -inf, 4
659CBO, B, 3, 4, -inf, 4
USBR8V, Y, 4, 4, -inf, 4
659CBO, B, 3, 4, -inf, 4
NKKV2U, P, 2, 4, 4, 8
659CBO, G, 3, inf, 4, 8
8QCUXZ, B, 4, 13, 4, 8
659CBO, G, 3, 13, 4, 8
8QCUXZ, P, 4, 19, 4, 8
659CBO, G, 3, 13, 4, 8
8QCUXZ, R, 4, 15, 4, 8
659CBO, G, 3, 13, 4, 8
8QCUXZ, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
9YUTXH, G, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
9YUTXH, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
AAG474, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
AAG474, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
AAG474, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
AAG474, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
CF1Z5O, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
CF1Z5O, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
CO40SE, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
CO40SE, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
CO40SE, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
EY09SW, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
EY09SW, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
EY09SW, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
EY09SW, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
FOO33M, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
FOO33M, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
FOO33M, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
L4HM6F, G, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
L4HM6F, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
L4HM6F, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
L4HM6F, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
NTI6GR, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
NTI6GR, G, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
NTI6GR, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
NTI6GR, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
SH4X3W, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
SH4X3W, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
SH4X3W, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
SH4X3W, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
UPTIW1, B, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
UPTIW1, G, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
UPTIW1, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
UPTIW1, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
USBR8V, G, 4, 13, 4, 8
659CBO, G, 3, 12, 4, 8
USBR8V, P, 4, 19, 4, 8
659CBO, G, 3, 12, 4, 8
USBR8V, R, 4, 15, 4, 8
659CBO, G, 3, 12, 4, 8
USBR8V, Y, 4, 12, 4, 8
659CBO, G, 3, 12, 4, 8
NKKV2U, P, 2, 12, 4, 8
4DCIPK, B, 1, 8, -inf, 8
NKKV2U, R, 2, -inf, -inf, 8
659CBO, B, 3, inf, -inf, 8
8QCUXZ, B, 4, 1, -inf, 8
659CBO, B, 3, 1, -inf, 1
8QCUXZ, P, 4, 7, -inf, 1
659CBO, B, 3, 1, -inf, 1
8QCUXZ, R, 4, 3, -inf, 1
659CBO, B, 3, 1, -inf, 1
8QCUXZ, Y, 4, 0, -inf, 1
659CBO, B, 3, 0, -inf, 0
9YUTXH, G, 4, 1, -inf, 0
659CBO, B, 3, 0, -inf, 0
9YUTXH, P, 4, 7, -inf, 0
659CBO, B, 3, 0, -inf, 0
9YUTXH, Y, 4, 0, -inf, 0
659CBO, B, 3, 0, -inf, 0
AAG474, G, 4, 1, -inf, 0
659CBO, B, 3, 0, -inf, 0
AAG474, P, 4, 7, -inf, 0
659CBO, B, 3, 0, -inf, 0
AAG474, R, 4, 3, -inf, 0
659CBO, B, 3, 0, -inf, 0
AAG474, Y, 4, 0, -inf, 0
659CBO, B, 3, 0, -inf, 0
CF1Z5O, G, 4, 1, -inf, 0
659CBO, B, 3, 0, -inf, 0
CF1Z5O, P, 4, 7, -inf, 0
659CBO, B, 3, 0, -inf, 0
CF1Z5O, Y, 4, 0, -inf, 0
659CBO, B, 3, 0, -inf, 0
CO40SE, G, 4, 1, -inf, 0
659CBO, B, 3, 0, -inf, 0
CO40SE, P, 4, 7, -inf, 0
659CBO, B, 3, 0, -inf, 0
CO40SE, Y, 4, 0, -inf, 0
659CBO, B, 3, 0, -inf, 0
EY09SW, B, 4, 1, -inf, 0
659CBO, B, 3, 0, -inf, 0
EY09SW, P, 4, 7, -inf, 0
659CBO, B, 3, 0, -inf, 0
EY09SW, R, 4, 3, -inf, 0
659CBO, B, 3, 0, -inf, 0
EY09SW, Y, 4, 0, -inf, 0
659CBO, B, 3, 0, -inf, 0
