5CA6VJ, G, 0, -inf, -inf, inf
8499A6, B, 3, 30, -inf, 15
TZXJC4, B, 4, 31, -inf, 15
8499A6, B, 3, 30, -inf, 15
TZXJC4, G, 4, 45, -inf, 15
8499A6, B, 3, 30, -inf, 15
TZXJC4, P, 4, 30, -inf, 15
8499A6, B, 3, 30, -inf, 15
TZXJC4, Y, 4, 37, -inf, 15
8499A6, B, 3, 30, -inf, 15
U443VL, G, 4, 45, -inf, 15
8499A6, B, 3, 30, -inf, 15
U443VL, P, 4, 30, -inf, 15
8499A6, B, 3, 30, -inf, 15
U443VL, Y, 4, 37, -inf, 15
8499A6, B, 3, 30, -inf, 15
WU9EI8, G, 4, 45, -inf, 15
8499A6, B, 3, 30, -inf, 15
WU9EI8, P, 4, 30, -inf, 15
8499A6, B, 3, 30, -inf, 15
WU9EI8, Y, 4, 37, -inf, 15
8499A6, B, 3, 30, -inf, 15
X3CA4P, B, 4, 31, -inf, 15
8499A6, B, 3, 30, -inf, 15
X3CA4P, G, 4, 45, -inf, 15
8499A6, B, 3, 30, -inf, 15
X3CA4P, P, 4, 30, -inf, 15
8499A6, B, 3, 30, -inf, 15
X3CA4P, Y, 4, 37, -inf, 15
8499A6, B, 3, 30, -inf, 15
NJD0TU, R, 2, 30, -inf, 15
94Y912, B, 1, 15, -inf, 15
NJD0TU, Y, 2, -inf, -inf, 15
8499A6, B, 3, inf, -inf, 15
8L7T0U, B, 4, 23, -inf, 15
8499A6, B, 3, 23, -inf, 15
8L7T0U, G, 4, 37, -inf, 15
8499A6, B, 3, 23, -inf, 15
8L7T0U, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
8L7T0U, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
AGM14J, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
AGM14J, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
AGM14J, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
AGM14J, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
AP0NVM, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
AP0NVM, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
AP0NVM, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
AP0NVM, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
BLKG8S, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
BLKG8S, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
BLKG8S, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
BLKG8S, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
IN2E10, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
IN2E10, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
IN2E10, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
IN2E10, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
JR9C40, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
JR9C40, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
JR9C40, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
JR9C40, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
LAONMS, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
LAONMS, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
LAONMS, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
M4AFDF, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
M4AFDF, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
M4AFDF, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
M4AFDF, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
N116Z0, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
N116Z0, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
N116Z0, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
N116Z0, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
P19UIC, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
P19UIC, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
P19UIC, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
P19UIC, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
QDQXZ1, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
QDQXZ1, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
QDQXZ1, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
RIRK2U, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
RIRK2U, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
RIRK2U, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
RIRK2U, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
RR8KM2, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
RR8KM2, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
RR8KM2, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
RR8KM2, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
T8Q1Q8, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
T8Q1Q8, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
T8Q1Q8, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
T8Q1Q8, Y, 4, 29, -inf, 15
8499A6, B, 3, 22, -inf, 15
TZXJC4, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
TZXJC4, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
TZXJC4, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
TZXJC4, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
U443VL, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
U443VL, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
U443VL, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
WU9EI8, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
WU9EI8, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
WU9EI8, R, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
X3CA4P, B, 4, 23, -inf, 15
8499A6, B, 3, 22, -inf, 15
X3CA4P, G, 4, 37, -inf, 15
8499A6, B, 3, 22, -inf, 15
X3CA4P, P, 4, 22, -inf, 15
8499A6, B, 3, 22, -inf, 15
NJD0TU, Y, 2, 22, -inf, 15
94Y912, B, 1, 15, -inf, 15
QDQXZ1, P, 2, -inf, -inf, 15
AP0NVM, B, 3, inf, -inf, 15
7SNEM6, G, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
7SNEM6, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
7SNEM6, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
LAONMS, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
LAONMS, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
LAONMS, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
LAONMS, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RIRK2U, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RIRK2U, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RIRK2U, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RIRK2U, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RR8KM2, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RR8KM2, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
RR8KM2, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
T8Q1Q8, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
T8Q1Q8, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
T8Q1Q8, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
U443VL, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
U443VL, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
U443VL, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
U443VL, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
WU9EI8, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
WU9EI8, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
WU9EI8, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
WU9EI8, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
X3CA4P, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
X3CA4P, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
X3CA4P, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
X3CA4P, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
QDQXZ1, P, 2, 15, -inf, 15
94Y912, B, 1, 15, -inf, 15
QDQXZ1, R, 2, -inf, -inf, 15
AP0NVM, B, 3, inf, -inf, 15
7SNEM6, G, 4, 45, -inf, 15
AP0NVM, B, 3, 45, -inf, 15
7SNEM6, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
LAONMS, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
LAONMS, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
LAONMS, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
LAONMS, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RIRK2U, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RIRK2U, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RIRK2U, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RIRK2U, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
QDQXZ1, R, 2, 30, -inf, 15
94Y912, B, 1, 15, -inf, 15
QDQXZ1, Y, 2, -inf, -inf, 15
AP0NVM, B, 3, inf, -inf, 15
7SNEM6, G, 4, 37, -inf, 15
AP0NVM, B, 3, 37, -inf, 15
7SNEM6, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
7SNEM6, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
7SNEM6, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
8TGCSO, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
8TGCSO, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
8TGCSO, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
8TGCSO, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
J5S5CH, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
J5S5CH, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
J5S5CH, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
J5S5CH, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
JR9C40, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
JR9C40, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
JR9C40, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
JR9C40, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
LAONMS, B, 4, 23, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
LAONMS, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
LAONMS, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
LAONMS, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
M4AFDF, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
M4AFDF, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
M4AFDF, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
M4AFDF, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
NJD0TU, B, 4, 23, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
NJD0TU, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
NJD0TU, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
NJD0TU, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RIRK2U, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RIRK2U, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RIRK2U, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RIRK2U, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RR8KM2, B, 4, 23, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RR8KM2, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
RR8KM2, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
T8Q1Q8, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
T8Q1Q8, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
T8Q1Q8, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
U443VL, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
U443VL, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
U443VL, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
U443VL, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
WU9EI8, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
WU9EI8, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
WU9EI8, R, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
WU9EI8, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
X3CA4P, B, 4, 23, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
X3CA4P, G, 4, 37, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
X3CA4P, P, 4, 22, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
X3CA4P, Y, 4, 29, -inf, 15
AP0NVM, B, 3, 22, -inf, 15
QDQXZ1, Y, 2, 22, -inf, 15
94Y912, B, 1, 15, -inf, 15
RIRK2U, G, 2, -inf, -inf, 15
AP0NVM, B, 3, inf, -inf, 15
7SNEM6, G, 4, 45, -inf, 15
AP0NVM, B, 3, 45, -inf, 15
7SNEM6, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
8TGCSO, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
HQ05G0, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
HQ05G0, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
HQ05G0, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
HQ05G0, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
J5S5CH, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
JR9C40, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
M4AFDF, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
NJD0TU, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
P19UIC, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
P19UIC, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
P19UIC, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
P19UIC, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
QDQXZ1, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
QDQXZ1, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
QDQXZ1, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RR8KM2, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
T8Q1Q8, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
U443VL, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, R, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
WU9EI8, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, B, 4, 31, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, G, 4, 45, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, P, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
X3CA4P, Y, 4, 37, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
RIRK2U, G, 2, 30, -inf, 15
94Y912, B, 1, 15, -inf, 15
RIRK2U, P, 2, -inf, -inf, 15
AP0NVM, B, 3, inf, -inf, 15
7SNEM6, G, 4, 30, -inf, 15
AP0NVM, B, 3, 30, -inf, 15
7SNEM6, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
7SNEM6, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
7SNEM6, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
8TGCSO, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
HQ05G0, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
HQ05G0, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
HQ05G0, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
HQ05G0, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
J5S5CH, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
JR9C40, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, G, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
M4AFDF, Y, 4, 22, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, B, 4, 16, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, P, 4, 15, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, R, 4, 30, -inf, 15
AP0NVM, B, 3, 15, -inf, 15
NJD0TU, Y, 4, 22, -inf, 15
