YACZVG, G, 0, -inf, -inf, inf
5UN7NQ, B, 3, -8, -inf, 4
PGPUEO, Y, 2, -8, -8, 4
5UN7NQ, O, 3, -6, -8, 4
PGPUEO, Y, 2, -6, -6, 4
5UN7NQ, P, 3, 0, -6, 4
PGPUEO, Y, 2, 0, 0, 4
7S1B87, G, 3, 4, 0, 4
PGPUEO, Y, 2, 4, 0, 4
53E36Q, B, 1, 4, -inf, 4
S7YAGD, G, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
S7YAGD, G, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
S7YAGD, G, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
S7YAGD, G, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
S7YAGD, G, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
S7YAGD, O, 2, -inf, -inf, 4
5UN7NQ, B, 3, -5, -inf, 4
S7YAGD, O, 2, -5, -5, 4
5UN7NQ, O, 3, -3, -5, 4
S7YAGD, O, 2, -3, -3, 4
5UN7NQ, P, 3, 3, -3, 4
S7YAGD, O, 2, 3, 3, 4
5UN7NQ, Y, 3, 6, 3, 4
S7YAGD, O, 2, 6, 3, 4
53E36Q, B, 1, 4, -inf, 4
S7YAGD, P, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
S7YAGD, P, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
S7YAGD, P, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
S7YAGD, P, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
S7YAGD, P, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
S7YAGD, R, 2, -inf, -inf, 4
5UN7NQ, B, 3, 3, -inf, 4
S7YAGD, R, 2, 3, 3, 4
5UN7NQ, O, 3, 5, 3, 4
S7YAGD, R, 2, 5, 3, 4
53E36Q, B, 1, 4, -inf, 4
S7YAGD, Y, 2, -inf, -inf, 4
5UN7NQ, B, 3, -8, -inf, 4
S7YAGD, Y, 2, -8, -8, 4
5UN7NQ, O, 3, -6, -8, 4
S7YAGD, Y, 2, -6, -6, 4
5UN7NQ, P, 3, 0, -6, 4
S7YAGD, Y, 2, 0, 0, 4
5UN7NQ, Y, 3, 3, 0, 4
S7YAGD, Y, 2, 3, 3, 4
7S1B87, G, 3, 4, 3, 4
S7YAGD, Y, 2, 4, 3, 4
53E36Q, B, 1, 4, -inf, 4
UQ952K, G, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
UQ952K, G, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
UQ952K, G, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
UQ952K, G, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
UQ952K, G, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
UQ952K, O, 2, -inf, -inf, 4
5UN7NQ, B, 3, -5, -inf, 4
UQ952K, O, 2, -5, -5, 4
5UN7NQ, O, 3, -3, -5, 4
UQ952K, O, 2, -3, -3, 4
5UN7NQ, P, 3, 3, -3, 4
UQ952K, O, 2, 3, 3, 4
5UN7NQ, Y, 3, 6, 3, 4
UQ952K, O, 2, 6, 3, 4
53E36Q, B, 1, 4, -inf, 4
UQ952K, P, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
UQ952K, P, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
UQ952K, P, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
UQ952K, P, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
UQ952K, P, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
UQ952K, R, 2, -inf, -inf, 4
5UN7NQ, B, 3, 3, -inf, 4
UQ952K, R, 2, 3, 3, 4
5UN7NQ, O, 3, 5, 3, 4
UQ952K, R, 2, 5, 3, 4
53E36Q, B, 1, 4, -inf, 4
UQ952K, Y, 2, -inf, -inf, 4
5UN7NQ, B, 3, -8, -inf, 4
UQ952K, Y, 2, -8, -8, 4
5UN7NQ, O, 3, -6, -8, 4
UQ952K, Y, 2, -6, -6, 4
5UN7NQ, P, 3, 0, -6, 4
UQ952K, Y, 2, 0, 0, 4
5UN7NQ, Y, 3, 3, 0, 4
UQ952K, Y, 2, 3, 3, 4
7S1B87, G, 3, 4, 3, 4
UQ952K, Y, 2, 4, 3, 4
53E36Q, B, 1, 4, -inf, 4
WIW6DO, G, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
WIW6DO, G, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
WIW6DO, G, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
WIW6DO, G, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
WIW6DO, G, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
WIW6DO, O, 2, -inf, -inf, 4
5UN7NQ, B, 3, -5, -inf, 4
WIW6DO, O, 2, -5, -5, 4
5UN7NQ, O, 3, -3, -5, 4
WIW6DO, O, 2, -3, -3, 4
5UN7NQ, P, 3, 3, -3, 4
WIW6DO, O, 2, 3, 3, 4
5UN7NQ, Y, 3, 6, 3, 4
WIW6DO, O, 2, 6, 3, 4
53E36Q, B, 1, 4, -inf, 4
WIW6DO, P, 2, -inf, -inf, 4
5UN7NQ, B, 3, -6, -inf, 4
WIW6DO, P, 2, -6, -6, 4
5UN7NQ, O, 3, -4, -6, 4
WIW6DO, P, 2, -4, -4, 4
5UN7NQ, P, 3, 2, -4, 4
WIW6DO, P, 2, 2, 2, 4
5UN7NQ, Y, 3, 5, 2, 4
WIW6DO, P, 2, 5, 2, 4
53E36Q, B, 1, 4, -inf, 4
WIW6DO, R, 2, -inf, -inf, 4
5UN7NQ, B, 3, 3, -inf, 4
WIW6DO, R, 2, 3, 3, 4
5UN7NQ, O, 3, 5, 3, 4
WIW6DO, R, 2, 5, 3, 4
53E36Q, B, 1, 4, -inf, 4
WIW6DO, Y, 2, -inf, -inf, 4
5UN7NQ, B, 3, -8, -inf, 4
WIW6DO, Y, 2, -8, -8, 4
5UN7NQ, O, 3, -6, -8, 4
WIW6DO, Y, 2, -6, -6, 4
5UN7NQ, P, 3, 0, -6, 4
WIW6DO, Y, 2, 0, 0, 4
5UN7NQ, Y, 3, 3, 0, 4
WIW6DO, Y, 2, 3, 3, 4
7S1B87, G, 3, 4, 3, 4
WIW6DO, Y, 2, 4, 3, 4
53E36Q, B, 1, 4, -inf, 4
YACZVG, G, 0, 4, 4, inf
53E36Q, G, 1, inf, 4, inf
5UN7NQ, B, 2, -inf, 4, inf
7S1B87, O, 3, 16, 4, inf
5UN7NQ, B, 2, 16, 16, inf
7S1B87, P, 3, 22, 16, inf
5UN7NQ, B, 2, 22, 22, inf
7S1B87, Y, 3, 25, 22, inf
5UN7NQ, B, 2, 25, 25, inf
9WDM4Y, G, 3, 26, 25, inf
5UN7NQ, B, 2, 26, 26, inf
9WDM4Y, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
9WDM4Y, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
9WDM4Y, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
9WDM4Y, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DN4ZT4, G, 3, 26, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DN4ZT4, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DN4ZT4, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DN4ZT4, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DN4ZT4, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DOR7FV, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DOR7FV, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DOR7FV, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DOR7FV, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
DOR7FV, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
GJ3EED, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
GJ3EED, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
GJ3EED, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
GJ3EED, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
GJ3EED, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
K96N2Y, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
K96N2Y, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
K96N2Y, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
K96N2Y, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
K96N2Y, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
PGPUEO, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
PGPUEO, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
PGPUEO, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
PGPUEO, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
S7YAGD, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
S7YAGD, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
S7YAGD, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
S7YAGD, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
S7YAGD, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
UQ952K, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
UQ952K, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
UQ952K, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
UQ952K, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
UQ952K, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WIW6DO, B, 3, 14, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WIW6DO, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WIW6DO, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WIW6DO, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WIW6DO, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WZ4BWG, G, 3, 26, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WZ4BWG, O, 3, 16, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WZ4BWG, P, 3, 22, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WZ4BWG, R, 3, 23, 26, inf
5UN7NQ, B, 2, 26, 26, inf
WZ4BWG, Y, 3, 25, 26, inf
5UN7NQ, B, 2, 26, 26, inf
53E36Q, G, 1, 26, 4, 26
5UN7NQ, O, 2, -inf, 4, 26
7S1B87, B, 3, 7, 4, 26
5UN7NQ, O, 2, 7, 7, 26
7S1B87, P, 3, 15, 7, 26
5UN7NQ, O, 2, 15, 15, 26
7S1B87, Y, 3, 18, 15, 26
5UN7NQ, O, 2, 18, 18, 26
9WDM4Y, B, 3, 7, 18, 26
5UN7NQ, O, 2, 18, 18, 26
9WDM4Y, G, 3, 19, 18, 26
5UN7NQ, O, 2, 19, 19, 26
9WDM4Y, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
9WDM4Y, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
9WDM4Y, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DN4ZT4, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DN4ZT4, G, 3, 19, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DN4ZT4, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DN4ZT4, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DN4ZT4, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DOR7FV, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DOR7FV, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DOR7FV, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DOR7FV, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
DOR7FV, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
GJ3EED, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
GJ3EED, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
GJ3EED, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
GJ3EED, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
GJ3EED, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
K96N2Y, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
K96N2Y, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
K96N2Y, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
K96N2Y, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
K96N2Y, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
PGPUEO, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
PGPUEO, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
PGPUEO, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
PGPUEO, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
S7YAGD, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
S7YAGD, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
S7YAGD, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
S7YAGD, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
S7YAGD, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
UQ952K, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
UQ952K, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
UQ952K, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
UQ952K, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
UQ952K, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WIW6DO, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WIW6DO, O, 3, 9, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WIW6DO, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WIW6DO, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WIW6DO, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WZ4BWG, B, 3, 7, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WZ4BWG, G, 3, 19, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WZ4BWG, P, 3, 15, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WZ4BWG, R, 3, 16, 19, 26
5UN7NQ, O, 2, 19, 19, 26
WZ4BWG, Y, 3, 18, 19, 26
5UN7NQ, O, 2, 19, 19, 26
53E36Q, G, 1, 19, 4, 19
5UN7NQ, P, 2, -inf, 4, 19
7S1B87, B, 3, 6, 4, 19
5UN7NQ, P, 2, 6, 6, 19
7S1B87, O, 3, 8, 6, 19
5UN7NQ, P, 2, 8, 8, 19
7S1B87, Y, 3, 17, 8, 19
5UN7NQ, P, 2, 17, 17, 19
9WDM4Y, B, 3, 6, 17, 19
5UN7NQ, P, 2, 17, 17, 19
9WDM4Y, G, 3, 18, 17, 19
5UN7NQ, P, 2, 18, 18, 19
9WDM4Y, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
9WDM4Y, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
9WDM4Y, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DN4ZT4, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DN4ZT4, G, 3, 18, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DN4ZT4, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DN4ZT4, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DN4ZT4, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DOR7FV, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DOR7FV, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DOR7FV, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DOR7FV, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
DOR7FV, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
GJ3EED, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
GJ3EED, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
GJ3EED, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
GJ3EED, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
GJ3EED, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
K96N2Y, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
K96N2Y, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
K96N2Y, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
K96N2Y, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
K96N2Y, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
PGPUEO, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
PGPUEO, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
PGPUEO, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
PGPUEO, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
S7YAGD, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
S7YAGD, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
S7YAGD, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
S7YAGD, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
S7YAGD, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
UQ952K, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
UQ952K, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
UQ952K, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
UQ952K, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
UQ952K, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WIW6DO, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WIW6DO, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WIW6DO, P, 3, 14, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WIW6DO, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WIW6DO, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WZ4BWG, B, 3, 6, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WZ4BWG, G, 3, 18, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WZ4BWG, O, 3, 8, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WZ4BWG, R, 3, 15, 18, 19
5UN7NQ, P, 2, 18, 18, 19
WZ4BWG, Y, 3, 17, 18, 19
5UN7NQ, P, 2, 18, 18, 19
53E36Q, G, 1, 18, 4, 18
5UN7NQ, Y, 2, -inf, 4, 18
7S1B87, B, 3, 4, 4, 18
5UN7NQ, Y, 2, 4, 4, 18
7S1B87, O, 3, 6, 4, 18
5UN7NQ, Y, 2, 6, 6, 18
7S1B87, P, 3, 12, 6, 18
5UN7NQ, Y, 2, 12, 12, 18
9WDM4Y, B, 3, 4, 12, 18
5UN7NQ, Y, 2, 12, 12, 18
9WDM4Y, G, 3, 16, 12, 18
5UN7NQ, Y, 2, 16, 16, 18
9WDM4Y, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
9WDM4Y, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
9WDM4Y, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DN4ZT4, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DN4ZT4, G, 3, 16, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DN4ZT4, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DN4ZT4, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DN4ZT4, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DOR7FV, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DOR7FV, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DOR7FV, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DOR7FV, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
DOR7FV, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
GJ3EED, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
GJ3EED, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
GJ3EED, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
GJ3EED, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
GJ3EED, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
K96N2Y, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
K96N2Y, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
K96N2Y, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
K96N2Y, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
K96N2Y, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
PGPUEO, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
PGPUEO, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
PGPUEO, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
PGPUEO, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
S7YAGD, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
S7YAGD, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
S7YAGD, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
S7YAGD, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
S7YAGD, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
UQ952K, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
UQ952K, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
UQ952K, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
UQ952K, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
UQ952K, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WIW6DO, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WIW6DO, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WIW6DO, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WIW6DO, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WIW6DO, Y, 3, 15, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WZ4BWG, B, 3, 4, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WZ4BWG, G, 3, 16, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WZ4BWG, O, 3, 6, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WZ4BWG, P, 3, 12, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
WZ4BWG, R, 3, 13, 16, 18
5UN7NQ, Y, 2, 16, 16, 18
53E36Q, G, 1, 16, 4, 16
7S1B87, B, 2, -inf, 4, 16
5UN7NQ, O, 3, 16, 4, 16
7S1B87, B, 2, 16, 4, 16
53E36Q, G, 1, 16, 4, 16
7S1B87, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
7S1B87, O, 2, 7, 7, 16
5UN7NQ, P, 3, 15, 7, 16
7S1B87, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
7S1B87, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
7S1B87, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
7S1B87, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
7S1B87, P, 2, 8, 8, 16
5UN7NQ, Y, 3, 17, 8, 16
7S1B87, P, 2, 17, 8, 16
53E36Q, G, 1, 16, 4, 16
7S1B87, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
7S1B87, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
7S1B87, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
7S1B87, Y, 2, 12, 12, 16
DN4ZT4, B, 3, 4, 12, 16
7S1B87, Y, 2, 12, 12, 16
DN4ZT4, G, 3, 16, 12, 16
7S1B87, Y, 2, 16, 12, 16
53E36Q, G, 1, 16, 4, 16
DOR7FV, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
DOR7FV, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
DOR7FV, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
DOR7FV, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
DOR7FV, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
DOR7FV, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
DOR7FV, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
DOR7FV, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
DOR7FV, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
DOR7FV, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
DOR7FV, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
DOR7FV, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
DOR7FV, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
DOR7FV, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
DOR7FV, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
DOR7FV, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
